9.78,-0.03,-0.20,-0.00,-0.00,-0.00,
9.80,-0.05,-0.21,-0.00,-0.00,0.00,
9.75,-0.04,-0.22,-0.00,-0.00,-0.00,
9.78,-0.04,-0.20,-0.00,-0.00,-0.00,
9.78,-0.04,-0.18,-0.00,-0.00,0.00,
9.82,-0.03,-0.20,-0.00,-0.00,0.00,
9.81,-0.04,-0.19,-0.00,-0.00,0.00,
9.78,-0.05,-0.24,-0.00,0.00,0.00,
9.77,-0.04,-0.21,-0.00,-0.00,0.00,
9.79,-0.04,-0.18,-0.00,-0.00,-0.00,
9.80,-0.04,-0.19,-0.00,-0.00,0.00,
9.79,-0.04,-0.21,-0.00,-0.00,-0.00,
9.79,-0.05,-0.18,-0.00,-0.00,0.00,
9.82,-0.03,-0.21,-0.00,-0.00,-0.00,
9.78,-0.02,-0.21,-0.00,-0.00,0.00,
9.84,-0.04,-0.18,-0.00,-0.00,-0.00,
9.79,-0.05,-0.19,-0.00,-0.00,0.00,
9.80,-0.05,-0.19,-0.00,-0.00,0.00,
9.79,-0.06,-0.21,-0.00,-0.00,0.00,
9.78,-0.04,-0.21,-0.00,-0.00,0.00,
9.83,-0.04,-0.21,-0.00,0.00,0.00,
9.79,-0.04,-0.22,-0.00,0.00,0.00,
9.81,-0.05,-0.18,-0.00,-0.00,0.00,
9.80,-0.04,-0.20,-0.00,-0.00,0.00,
9.78,-0.05,-0.18,-0.00,-0.00,0.00,
9.81,-0.03,-0.20,-0.00,0.00,0.00,
9.77,-0.02,-0.18,-0.00,-0.00,0.00,
9.80,-0.05,-0.18,-0.00,0.00,0.00,
9.81,-0.03,-0.18,-0.00,-0.00,0.00,
9.81,-0.05,-0.19,-0.00,-0.00,0.00,
9.74,-0.04,-0.23,-0.00,-0.00,0.00,
9.82,-0.07,-0.21,-0.00,-0.00,0.00,
9.81,-0.04,-0.19,-0.00,-0.00,0.00,
9.81,-0.03,-0.19,-0.00,-0.00,0.00,
9.81,-0.06,-0.21,-0.00,-0.00,0.00,
9.75,-0.03,-0.19,-0.00,-0.00,0.00,
9.85,-0.04,-0.19,-0.00,-0.00,0.00,
9.76,-0.04,-0.22,-0.00,-0.00,0.00,
9.81,-0.03,-0.20,-0.00,-0.00,0.00,
9.86,-0.05,-0.19,-0.00,-0.00,0.00,
9.73,-0.05,-0.15,-0.00,-0.00,0.00,
9.88,-0.03,-0.19,-0.00,-0.00,-0.00,
9.75,-0.05,-0.19,-0.00,-0.00,0.00,
9.79,-0.05,-0.18,-0.00,0.00,-0.00,
9.82,-0.03,-0.19,-0.00,-0.00,0.00,
9.78,-0.06,-0.18,-0.00,-0.00,0.00,
9.84,-0.03,-0.19,-0.00,-0.00,0.00,
9.78,-0.05,-0.16,-0.00,-0.00,0.00,
9.80,-0.04,-0.22,-0.00,-0.00,-0.00,
9.76,-0.04,-0.18,-0.00,-0.00,0.00,
9.83,-0.05,-0.23,-0.00,-0.00,0.00,
9.81,-0.05,-0.23,-0.00,-0.00,0.00,
9.79,-0.06,-0.19,-0.00,-0.00,0.00,
9.84,-0.04,-0.19,-0.00,-0.00,-0.00,
9.80,-0.04,-0.22,-0.00,-0.00,0.00,
9.81,-0.04,-0.20,-0.00,-0.00,0.00,
9.77,-0.02,-0.21,-0.00,-0.00,0.00,
9.84,-0.05,-0.19,-0.00,-0.00,0.00,
9.87,-0.03,-0.21,-0.00,-0.00,0.00,
9.77,-0.05,-0.21,-0.00,-0.00,0.00,
9.82,-0.05,-0.21,-0.00,0.00,0.00,
9.74,-0.05,-0.24,-0.00,-0.00,0.00,
9.80,-0.06,-0.20,-0.00,-0.00,-0.00,
9.82,-0.06,-0.19,-0.00,-0.00,0.00,
9.78,-0.05,-0.21,-0.00,-0.00,-0.00,
9.82,-0.04,-0.20,-0.00,-0.00,0.00,
9.77,-0.05,-0.21,-0.00,-0.00,0.00,
9.81,-0.04,-0.21,-0.00,-0.00,-0.00,
9.77,-0.05,-0.22,-0.00,-0.00,0.00,
9.83,-0.03,-0.20,-0.00,-0.00,0.00,
9.80,-0.05,-0.22,-0.00,-0.00,0.00,
9.79,-0.05,-0.21,-0.00,-0.00,0.00,
9.80,-0.04,-0.22,-0.00,-0.00,-0.00,
9.75,-0.04,-0.20,-0.00,-0.00,0.00,
9.80,-0.05,-0.18,-0.00,-0.00,0.00,
9.78,-0.03,-0.16,-0.00,-0.00,0.00,
9.81,-0.05,-0.20,-0.00,-0.00,0.00,
9.79,-0.05,-0.20,-0.00,-0.00,0.00,
9.85,-0.02,-0.22,-0.00,-0.00,0.00,
9.75,-0.04,-0.23,-0.00,-0.00,0.00,
9.87,-0.05,-0.18,-0.00,0.00,0.00,
9.81,-0.03,-0.21,-0.00,-0.00,-0.00,
9.76,-0.04,-0.22,-0.00,-0.00,0.00,
9.84,-0.04,-0.20,-0.00,-0.00,0.00,
9.82,-0.05,-0.21,-0.00,0.00,0.00,
9.87,-0.04,-0.21,-0.00,-0.00,0.00,
9.84,-0.04,-0.21,-0.00,-0.00,0.00,
9.75,-0.04,-0.22,-0.00,-0.00,0.00,
9.81,-0.04,-0.20,-0.00,-0.00,0.00,
9.86,-0.05,-0.20,-0.00,-0.00,0.00,
9.78,-0.02,-0.23,-0.00,-0.00,0.00,
9.79,-0.03,-0.21,-0.00,-0.00,0.00,
9.84,-0.04,-0.20,-0.00,-0.00,0.00,
9.77,-0.04,-0.22,-0.00,-0.00,0.00,
9.82,-0.04,-0.21,-0.00,-0.00,0.00,
9.80,-0.02,-0.26,-0.00,-0.00,0.00,
9.80,-0.06,-0.20,-0.00,0.00,-0.00,
9.87,-0.03,-0.25,-0.00,-0.00,0.00,
9.76,-0.04,-0.20,-0.00,-0.00,0.00,
9.84,-0.04,-0.23,-0.00,-0.00,0.00,
9.81,-0.05,-0.20,-0.00,-0.00,0.00,
9.77,-0.04,-0.21,-0.00,-0.00,-0.00,
9.86,-0.04,-0.20,-0.00,-0.00,0.00,
9.80,-0.03,-0.23,-0.00,-0.00,0.00,
9.80,-0.03,-0.23,-0.00,-0.00,0.00,
9.78,-0.04,-0.20,-0.00,-0.00,0.00,
9.81,-0.03,-0.22,-0.00,0.00,0.00,
9.80,-0.04,-0.22,-0.00,-0.00,0.00,
9.80,-0.04,-0.23,-0.00,-0.00,0.00,
9.80,-0.01,-0.24,-0.00,-0.00,0.00,
9.79,-0.03,-0.21,-0.00,-0.00,0.00,
9.79,-0.04,-0.20,-0.00,-0.00,0.00,
9.79,-0.01,-0.22,-0.00,-0.00,0.00,
9.80,-0.04,-0.21,-0.00,-0.00,-0.00,
9.77,-0.03,-0.24,-0.00,-0.00,0.00,
9.82,-0.03,-0.22,-0.00,-0.00,-0.00,
9.77,-0.04,-0.22,-0.00,-0.00,0.00,
9.77,-0.03,-0.20,-0.00,-0.00,0.00,
9.83,-0.04,-0.20,-0.00,-0.00,0.00,
9.78,-0.04,-0.20,-0.00,-0.00,-0.00,
9.82,-0.04,-0.21,-0.00,-0.00,0.00,
9.78,-0.03,-0.22,-0.00,-0.00,0.00,
9.80,-0.06,-0.18,-0.00,-0.00,0.00,
9.80,-0.02,-0.20,-0.00,0.00,-0.00,
9.80,-0.04,-0.20,-0.00,-0.00,0.00,
9.77,-0.04,-0.23,-0.00,-0.00,0.00,
9.80,-0.05,-0.20,-0.00,0.00,0.00,
