-0.07,-0.29,-0.50,
-0.06,-0.25,-0.48,
-0.09,-0.27,-0.50,
-0.10,-0.25,-0.49,
-0.04,-0.24,-0.53,
-0.12,-0.28,-0.51,
-0.13,-0.29,-0.53,
-0.07,-0.28,-0.48,
-0.10,-0.26,-0.51,
-0.11,-0.28,-0.53,
-0.08,-0.27,-0.50,
-0.04,-0.26,-0.49,
-0.08,-0.29,-0.51,
-0.09,-0.27,-0.51,
-0.06,-0.29,-0.52,
-0.08,-0.27,-0.48,
-0.09,-0.28,-0.51,
-0.07,-0.29,-0.48,
-0.08,-0.29,-0.54,
-0.08,-0.27,-0.51,
-0.10,-0.25,-0.52,
-0.07,-0.26,-0.51,
-0.09,-0.27,-0.48,
-0.08,-0.27,-0.49,
-0.08,-0.27,-0.48,
-0.08,-0.30,-0.54,
-0.07,-0.30,-0.49,
-0.10,-0.29,-0.53,
-0.09,-0.26,-0.52,
-0.06,-0.29,-0.49,
-0.07,-0.30,-0.51,
-0.08,-0.26,-0.49,
-0.08,-0.27,-0.52,
-0.07,-0.27,-0.52,
-0.08,-0.27,-0.50,
-0.08,-0.28,-0.51,
-0.07,-0.28,-0.52,
-0.09,-0.28,-0.51,
-0.07,-0.27,-0.50,
-0.07,-0.25,-0.48,
-0.06,-0.29,-0.49,
-0.08,-0.26,-0.49,
-0.07,-0.27,-0.51,
-0.08,-0.28,-0.52,
-0.06,-0.30,-0.48,
-0.06,-0.29,-0.51,
-0.05,-0.30,-0.53,
-0.06,-0.30,-0.53,
-0.10,-0.28,-0.51,
-0.10,-0.28,-0.50,
-0.08,-0.27,-0.52,
-0.09,-0.29,-0.53,
-0.08,-0.28,-0.51,
-0.06,-0.26,-0.53,
-0.09,-0.28,-0.52,
-0.07,-0.28,-0.53,
-0.07,-0.27,-0.50,
-0.07,-0.26,-0.49,
-0.08,-0.29,-0.52,
-0.10,-0.27,-0.52,
-0.11,-0.28,-0.51,
-0.06,-0.27,-0.54,
-0.09,-0.25,-0.52,
-0.08,-0.30,-0.51,
-0.09,-0.22,-0.52,
-0.06,-0.29,-0.48,
-0.05,-0.27,-0.48,
-0.05,-0.30,-0.50,
-0.09,-0.29,-0.50,
-0.08,-0.29,-0.54,
-0.07,-0.28,-0.54,
-0.09,-0.27,-0.48,
-0.11,-0.27,-0.48,
-0.08,-0.29,-0.52,
-0.07,-0.30,-0.53,
-0.10,-0.26,-0.51,
-0.08,-0.31,-0.52,
-0.06,-0.30,-0.51,
-0.04,-0.23,-0.50,
-0.09,-0.29,-0.48,
-0.08,-0.25,-0.50,
-0.06,-0.31,-0.51,
-0.08,-0.34,-0.49,
-0.08,-0.26,-0.50,
-0.07,-0.25,-0.51,
-0.10,-0.29,-0.52,
-0.07,-0.26,-0.50,
-0.07,-0.33,-0.49,
-0.09,-0.31,-0.47,
-0.09,-0.27,-0.51,
-0.06,-0.30,-0.55,
-0.05,-0.25,-0.55,
-0.05,-0.23,-0.49,
-0.10,-0.26,-0.43,
-0.07,-0.25,-0.50,
-0.06,-0.31,-0.51,
-0.06,-0.26,-0.50,
-0.11,-0.30,-0.49,
-0.09,-0.28,-0.53,
-0.07,-0.34,-0.53,
-0.04,-0.27,-0.51,
-0.09,-0.26,-0.48,
-0.09,-0.28,-0.48,
-0.11,-0.29,-0.52,
-0.08,-0.22,-0.46,
-0.03,-0.28,-0.51,
-0.09,-0.27,-0.51,
-0.09,-0.29,-0.50,
-0.04,-0.33,-0.51,
-0.09,-0.28,-0.50,
-0.06,-0.32,-0.46,
-0.08,-0.30,-0.50,
-0.10,-0.26,-0.52,
-0.05,-0.28,-0.53,
-0.06,-0.23,-0.54,
-0.10,-0.30,-0.54,
-0.07,-0.31,-0.51,
-0.10,-0.24,-0.54,
-0.07,-0.31,-0.53,
-0.12,-0.24,-0.46,
-0.11,-0.23,-0.52,
-0.06,-0.25,-0.55,
-0.10,-0.30,-0.47,
-0.11,-0.24,-0.47,
-0.07,-0.26,-0.50,
-0.11,-0.32,-0.51,
-0.07,-0.28,-0.54,
-0.10,-0.26,-0.49,
-0.06,-0.27,-0.53,
-0.08,-0.30,-0.51,
