10.26,0.21,-1.76,0.11,0.01,-0.24,
10.01,0.26,-1.51,0.04,0.28,-0.09,
9.57,-0.19,-1.38,0.04,0.05,-0.01,
8.41,-0.36,-0.88,0.01,-0.08,0.00,
9.34,0.17,-1.52,-0.04,0.04,-0.03,
9.39,0.26,-1.45,0.00,0.02,0.10,
9.71,0.20,-1.33,0.03,0.03,-0.03,
10.09,-0.26,-1.35,-0.01,0.02,0.09,
8.78,0.21,-1.13,-0.06,-0.01,0.07,
9.77,0.18,-1.46,-0.00,-0.02,-0.02,
9.89,-0.19,-1.16,-0.01,0.00,0.02,
9.46,0.20,-0.97,0.01,-0.03,0.01,
9.92,-0.37,-1.21,0.01,-0.10,-0.08,
9.16,-0.18,-0.97,-0.03,-0.01,0.06,
9.72,-0.04,-1.30,-0.01,-0.08,-0.00,
9.81,-0.39,-1.60,0.02,-0.04,-0.04,
9.30,0.32,-1.56,-0.06,0.09,0.07,
9.44,-0.06,-1.49,-0.02,0.02,0.01,
10.46,0.25,-1.39,0.03,0.04,-0.07,
9.77,0.04,-1.03,-0.03,0.07,-0.00,
10.31,0.10,-1.63,-0.03,0.02,0.11,
10.22,0.08,-1.42,0.01,0.02,0.01,
10.14,-0.03,-1.36,0.02,0.01,-0.08,
9.74,-0.03,-1.42,-0.00,0.01,-0.02,
9.80,0.15,-1.31,0.02,0.01,-0.04,
9.15,-0.08,-1.47,-0.00,0.00,-0.03,
9.78,0.14,-1.33,-0.03,0.08,0.08,
9.15,0.04,-1.22,0.01,-0.01,-0.00,
9.40,0.13,-1.19,0.01,0.01,-0.00,
10.09,0.09,-1.03,0.02,0.02,0.02,
10.12,-0.10,-1.55,0.03,0.05,-0.08,
9.16,-0.22,-0.66,0.03,0.09,-0.08,
9.28,0.21,-1.19,0.05,-0.08,-0.08,
9.21,0.04,-1.32,-0.14,0.06,0.06,
9.22,-0.12,-0.86,-0.15,0.01,0.22,
10.12,0.18,-1.30,-0.05,-0.03,0.08,
10.00,0.05,-1.26,0.02,0.05,-0.05,
10.40,-0.15,-0.96,0.01,0.01,0.01,
9.37,-0.21,-1.07,-0.01,-0.06,0.02,
9.48,-0.29,-1.11,-0.06,-0.07,0.02,
9.82,-0.65,-1.17,0.02,-0.02,0.05,
9.26,0.15,-1.05,0.01,-0.06,-0.07,
10.01,0.44,-1.10,-0.02,-0.10,-0.13,
9.64,0.14,-1.42,-0.05,0.00,0.17,
8.94,-0.16,-1.47,-0.06,-0.15,0.09,
10.12,0.11,-1.71,-0.01,-0.21,-0.02,
10.68,-0.17,-1.73,0.03,-0.04,-0.06,
8.71,-0.29,-1.47,0.03,-0.08,-0.05,
9.63,0.10,-2.10,-0.04,-0.06,0.03,
8.79,0.26,-2.38,-0.07,-0.12,-0.19,
1.18,-0.03,0.95,-0.66,0.12,0.48,
0.74,-0.38,0.46,-0.68,0.34,0.42,
1.19,-0.45,0.61,-0.69,0.85,0.15,
2.32,-0.14,0.88,-0.68,1.36,-0.13,
3.26,0.03,0.95,-0.65,1.73,-0.46,
7.58,0.40,0.06,-0.56,1.78,-0.84,
5.82,0.18,1.61,1.98,-0.38,-0.97,
5.66,-0.11,-0.87,1.34,-1.27,-1.08,
9.58,0.41,-0.15,-0.00,0.01,0.03,
9.78,0.37,-0.13,-0.00,0.01,0.01,
9.77,0.40,-0.11,-0.00,-0.00,-0.00,
9.77,0.37,-0.13,-0.00,-0.00,-0.00,
9.79,0.38,-0.11,-0.00,0.00,-0.00,
9.78,0.38,-0.11,-0.00,0.00,-0.00,
9.78,0.37,-0.14,-0.00,0.00,-0.00,
9.75,0.37,-0.16,-0.00,0.00,-0.00,
9.76,0.37,-0.12,-0.00,0.00,-0.00,
9.62,-1.90,-2.27,0.19,-0.00,0.35,
15.90,1.00,3.18,-0.10,2.15,-0.00,
16.60,1.49,2.61,0.60,0.80,1.01,
8.68,-2.15,1.28,0.03,-0.70,-0.77,
13.89,2.11,-2.10,-0.23,-0.27,-0.35,
9.28,-1.77,2.21,-0.03,-0.51,0.13,
10.79,-1.25,1.16,-0.08,-0.03,-0.16,
9.40,-0.76,1.76,0.37,-0.02,-0.05,
8.08,-0.39,0.63,0.11,-0.16,-0.16,
8.21,0.60,-0.38,-0.01,-0.31,-0.21,
9.00,0.26,-0.51,-0.12,-0.29,0.46,
